work_year,experience_level,employment_type,salary_in_usd,remote_ratio,company_size,job_category,company_location_grp
2023,SE,FT,140000,0,M,Data Engineer,US
2023,SE,FT,169000,0,M,Management,US
2023,SE,FT,100000,0,M,Management,US
2023,SE,FT,370000,0,M,Data Scientist,US
2023,SE,FT,245000,0,M,Data Scientist,US
2023,MI,FT,115447,100,L,Data Engineer,GB
2023,SE,FT,110000,100,S,Data Analyst,US
2023,SE,FT,80000,100,S,Data Analyst,US
2023,EN,FT,55000,0,M,Data Analyst,US
2023,EN,FT,48000,0,M,Data Analyst,US
2023,SE,FT,95000,0,M,Data Analyst,US
2023,SE,FT,85000,0,M,Data Analyst,US
2023,SE,FT,137500,100,M,Data Engineer,US
2023,SE,FT,81500,100,M,Data Engineer,US
2023,SE,FT,323300,0,M,ML/AI Engineer,US
2023,SE,FT,184700,0,M,ML/AI Engineer,US
2021,MI,FT,30000,0,S,ML/AI Engineer,Other
2023,SE,FT,186000,100,M,ML/AI Engineer,US
2023,SE,FT,153088,100,M,ML/AI Engineer,US
2023,MI,FT,190000,100,M,Data Engineer,US
2023,MI,FT,160000,100,M,Data Engineer,US
2023,SE,FT,200000,100,M,ML/AI Engineer,US
2023,SE,FT,150000,100,M,ML/AI Engineer,US
2023,MI,FT,190000,0,M,Data Engineer,US
2023,MI,FT,183310,0,M,Data Engineer,US
2023,SE,FT,240000,100,M,ML/AI Engineer,US
2023,SE,FT,180000,100,M,ML/AI Engineer,US
2023,SE,FT,200000,100,M,ML/AI Engineer,US
2023,SE,FT,150000,100,M,ML/AI Engineer,US
2023,SE,FT,299500,0,M,Management,US
2023,SE,FT,245100,0,M,Management,US
2023,SE,FT,144000,100,M,Data Engineer,US
2023,SE,FT,66000,100,M,Data Engineer,US
2023,MI,FT,148500,0,M,ML/AI Engineer,US
2023,MI,FT,126277,0,M,ML/AI Engineer,US
2023,SE,FT,228000,0,M,Data Engineer,US
2023,SE,FT,120000,0,M,Data Engineer,US
2023,SE,FT,180000,0,M,ML/AI Engineer,US
2023,SE,FT,90000,0,M,ML/AI Engineer,US
2023,SE,FT,126500,0,M,Data Scientist,US
2023,SE,FT,78000,0,M,Data Scientist,US
2023,SE,FT,180000,0,M,Data Engineer,US
2023,SE,FT,160000,0,M,Data Engineer,US
2023,SE,FT,272000,0,M,ML/AI Engineer,US
2023,SE,FT,170000,0,M,ML/AI Engineer,US
2023,MI,FT,80000,0,M,Data Analyst,US
2023,MI,FT,60000,0,M,Data Analyst,US
2023,SE,FT,259000,100,M,Data Engineer,US
2023,SE,FT,146000,100,M,Data Engineer,US
2023,SE,FT,200000,0,M,Data Engineer,US
2023,SE,FT,160000,0,M,Data Engineer,US
2023,EX,FT,310000,100,M,Data Engineer,US
2023,EX,FT,239000,100,M,Data Engineer,US
2023,SE,FT,142000,100,M,Data Analyst,US
2023,SE,FT,95000,100,M,Data Analyst,US
2023,SE,FT,155000,0,M,Data Scientist,US
2023,SE,FT,139500,0,M,Data Scientist,US
2023,MI,FT,140000,100,M,Data Engineer,US
2023,MI,FT,120000,100,M,Data Engineer,US
2023,SE,FT,259000,100,M,Data Engineer,US
2023,SE,FT,146000,100,M,Data Engineer,US
2023,MI,FT,109371,0,M,Data Analyst,Other
2023,MI,FT,72914,0,M,Data Analyst,Other
2023,EN,PT,17779,100,L,Data Analyst,IN
2023,EN,FT,19522,100,L,Data Scientist,Other
2023,SE,FT,247500,0,M,Management,US
2023,SE,FT,172200,0,M,Management,US
2023,SE,FT,225000,0,M,Data Scientist,US
2023,SE,FT,156400,0,M,Data Scientist,US
2023,SE,FT,139500,0,M,Data Engineer,US
2023,SE,FT,109400,0,M,Data Engineer,US
2023,MI,FT,125000,0,M,Data Engineer,US
2023,MI,FT,90000,0,M,Data Engineer,US
2023,SE,FT,107309,100,M,ML/AI Engineer,Other
2023,SE,FT,75116,100,M,ML/AI Engineer,Other
2023,SE,FT,185900,0,M,Data Scientist,US
2023,SE,FT,129300,0,M,Data Scientist,US
2023,SE,FT,139500,0,M,ML/AI Engineer,US
2023,SE,FT,109400,0,M,ML/AI Engineer,US
2023,SE,FT,120000,100,M,Data Analyst,US
2023,SE,FT,75000,100,M,Data Analyst,US
2023,SE,FT,169000,0,M,Data Analyst,US
2023,SE,FT,110600,0,M,Data Analyst,US
2023,SE,FT,288000,100,M,ML/AI Engineer,US
2023,SE,FT,140000,100,M,ML/AI Engineer,US
2023,SE,FT,288000,100,M,ML/AI Engineer,US
2023,SE,FT,140000,100,M,ML/AI Engineer,US
2023,MI,FT,120000,0,M,Data Engineer,US
2023,MI,FT,90000,0,M,Data Engineer,US
2023,MI,FT,72914,0,M,Management,GB
2023,MI,FT,60761,0,M,Management,GB
2023,SE,FT,215050,100,M,Data Scientist,US
2023,SE,FT,156400,100,M,Data Scientist,US
2023,SE,FT,198000,100,M,Data Engineer,US
2023,SE,FT,114000,100,M,Data Engineer,US
2023,EN,FT,75000,100,M,Data Analyst,US
2023,EN,FT,60000,100,M,Data Analyst,US
2023,SE,FT,204500,0,M,ML/AI Engineer,US
2023,SE,FT,142200,0,M,ML/AI Engineer,US
2023,SE,FT,209300,100,M,Data Scientist,US
2023,SE,FT,182200,100,M,Data Scientist,US
2023,SE,FT,140000,0,M,Management,US
2023,SE,FT,120000,0,M,Management,US
2022,EN,FT,85000,0,M,Data Scientist,US
2023,MI,FT,48609,100,M,ML/AI Engineer,GB
2023,EN,FT,120000,100,M,Data Engineer,GB
2023,EN,FT,60000,100,M,Data Engineer,GB
2023,SE,FT,147100,0,M,ML/AI Engineer,US
2023,SE,FT,90700,0,M,ML/AI Engineer,US
2023,SE,FT,230000,0,M,Data Engineer,US
2023,SE,FT,170000,0,M,Data Engineer,US
2023,SE,FT,227000,0,M,Data Analyst,US
2023,SE,FT,108000,0,M,Data Analyst,US
2023,SE,FT,180000,100,M,Data Engineer,US
2023,SE,FT,160000,100,M,Data Engineer,US
2023,SE,FT,180000,100,M,Data Engineer,US
2023,SE,FT,160000,100,M,Data Engineer,US
2023,SE,FT,180000,0,M,Data Engineer,US
2023,SE,FT,130000,0,M,Data Engineer,US
2023,SE,FT,55800,100,M,Data Analyst,ES
2023,SE,FT,51508,100,M,Data Analyst,ES
2023,EN,FT,60000,100,L,Data Analyst,US
2023,EN,FT,50000,50,L,Data Analyst,US
2023,SE,FT,226700,0,M,Data Engineer,US
2023,SE,FT,133300,0,M,Data Engineer,US
2023,SE,FT,252000,0,M,Data Engineer,US
2023,SE,FT,129000,0,M,Data Engineer,US
2023,SE,FT,151902,100,L,Data Engineer,GB
2023,EN,FT,9727,0,L,Data Scientist,IN
2023,SE,FT,80000,0,M,Data Analyst,US
2023,SE,FT,52500,0,M,Data Analyst,US
2023,SE,FT,250000,100,M,Data Engineer,US
2023,SE,FT,162500,100,M,Data Engineer,US
2023,EN,FT,85000,100,M,Data Analyst,US
2023,EN,FT,75000,100,M,Data Analyst,US
2023,SE,FT,153600,0,M,Data Analyst,US
2023,SE,FT,106800,0,M,Data Analyst,US
2023,MI,FT,165000,0,M,Data Analyst,US
2023,MI,FT,124000,0,M,Data Analyst,US
2023,SE,FT,115934,100,M,Data Analyst,US
2023,SE,FT,81666,100,M,Data Analyst,US
2023,SE,FT,167580,0,M,Data Engineer,US
2023,SE,FT,87980,0,M,Data Engineer,US
2023,SE,FT,250000,100,M,Data Engineer,US
2023,SE,FT,63000,100,M,Data Engineer,US
2023,SE,FT,253750,0,M,Data Scientist,ES
2023,SE,FT,169200,0,M,Data Scientist,ES
2023,SE,FT,253750,0,M,Data Scientist,ES
2023,SE,FT,169200,0,M,Data Scientist,ES
2023,MI,FT,170000,0,M,Data Scientist,US
2023,MI,FT,120000,0,M,Data Scientist,US
2023,SE,FT,124740,0,M,Data Engineer,US
2023,SE,FT,65488,0,M,Data Engineer,US
2023,SE,FT,213580,100,M,Data Engineer,US
2023,SE,FT,163625,100,M,Data Engineer,US
2023,EN,FT,12000,0,L,Data Engineer,Other
2022,SE,FT,375000,100,M,ML/AI Engineer,US
2023,SE,FT,101943,100,M,Data Engineer,Other
2023,MI,FT,16414,100,L,Data Analyst,IN
2023,SE,FT,220000,0,M,ML/AI Engineer,US
2023,SE,FT,170000,0,M,ML/AI Engineer,US
2023,EX,FT,235000,0,M,Data Engineer,US
2023,EX,FT,210000,0,M,Data Engineer,US
2023,SE,FT,180000,100,M,Data Engineer,US
2023,SE,FT,115000,100,M,Data Engineer,US
2023,SE,FT,200000,100,M,Data Engineer,US
2023,SE,FT,115000,100,M,Data Engineer,US
2023,SE,FT,231250,100,M,Management,US
2023,SE,FT,138750,100,M,Management,US
2023,SE,FT,284310,0,M,ML/AI Engineer,US
2023,SE,FT,153090,0,M,ML/AI Engineer,US
2023,SE,FT,160000,100,M,Data Engineer,US
2023,SE,FT,75000,100,M,Data Engineer,US
2023,MI,FT,125000,0,M,Data Analyst,US
2023,MI,FT,105000,0,M,Data Analyst,US
2023,MI,FT,109371,0,M,Data Analyst,GB
2023,MI,FT,85066,0,M,Data Analyst,GB
2023,EN,FT,55000,0,M,Data Analyst,US
2023,EN,FT,48000,0,M,Data Analyst,US
2023,EN,FT,100000,50,M,Data Analyst,US
2023,SE,FT,225900,0,M,Management,US
2023,SE,FT,156400,0,M,Management,US
2023,SE,FT,250000,100,M,Data Engineer,US
2023,SE,FT,162500,100,M,Data Engineer,US
2023,SE,FT,318300,100,M,ML/AI Engineer,US
2023,SE,FT,188800,100,M,ML/AI Engineer,US
2023,SE,FT,385000,0,M,Data Analyst,US
2023,SE,FT,60000,0,M,Data Analyst,US
2023,MI,FT,110000,100,M,Data Analyst,US
2023,MI,FT,95000,100,M,Data Analyst,US
2023,SE,FT,145000,100,M,Data Scientist,US
2023,SE,FT,135000,100,M,Data Scientist,US
2023,SE,FT,180180,0,M,Data Analyst,US
2023,SE,FT,106020,0,M,Data Analyst,US
2023,SE,FT,93919,100,M,Data Analyst,US
2023,SE,FT,51962,100,M,Data Analyst,US
2023,SE,FT,241871,0,M,Data Engineer,US
2023,SE,FT,133832,0,M,Data Engineer,US
2023,SE,FT,170000,100,M,Data Scientist,US
2023,SE,FT,90000,100,M,Data Scientist,US
2023,EX,FT,210914,100,M,Data Engineer,US
2023,EX,FT,116704,100,M,Data Engineer,US
2023,SE,FT,192500,100,M,Data Analyst,US
2023,SE,FT,140000,100,M,Data Analyst,US
2023,SE,FT,149076,0,M,Data Scientist,US
2023,SE,FT,82365,0,M,Data Scientist,US
2023,MI,FT,36000,100,S,ML/AI Engineer,Other
2023,SE,FT,175000,0,M,Data Scientist,US
2023,SE,FT,148750,0,M,Data Scientist,US
2023,SE,FT,370000,0,M,Data Scientist,US
2023,SE,FT,200000,0,M,Data Scientist,US
2023,SE,FT,235000,100,M,Data Scientist,US
2023,SE,FT,185000,100,M,Data Scientist,US
2023,MI,FT,121523,0,M,ML/AI Engineer,GB
2023,MI,FT,97218,0,M,ML/AI Engineer,GB
2023,SE,FT,216100,0,M,Data Scientist,US
2023,SE,FT,140800,0,M,Data Scientist,US
2023,MI,FT,145828,0,M,ML/AI Engineer,GB
2023,MI,FT,121523,0,M,ML/AI Engineer,GB
2023,SE,FT,53654,100,L,ML/AI Engineer,CA
2023,EN,FT,110000,50,S,Data Scientist,US
2023,SE,FT,128000,0,M,Data Engineer,US
2023,SE,FT,81500,0,M,Data Engineer,US
2023,MI,FT,66837,100,M,Data Engineer,GB
2023,MI,FT,63192,100,M,Data Engineer,GB
2023,MI,FT,60761,0,M,Data Analyst,GB
2023,MI,FT,54685,0,M,Data Analyst,GB
2023,EX,FT,284000,100,M,Data Engineer,US
2023,EX,FT,236000,100,M,Data Engineer,US
2023,SE,FT,248100,0,M,Data Scientist,CA
2023,SE,FT,145900,0,M,Data Scientist,CA
2023,SE,FT,155850,0,M,Data Engineer,US
2023,SE,FT,102544,0,M,Data Engineer,US
2023,MI,FT,151410,100,M,Data Scientist,US
2023,MI,FT,115360,100,M,Data Scientist,US
2023,MI,FT,66531,100,M,Data Engineer,ES
2023,MI,FT,59020,100,M,Data Engineer,ES
2023,SE,FT,125686,50,M,Management,CA
2023,SE,FT,100000,50,L,Data Engineer,Other
2023,EN,FT,12767,50,L,Data Scientist,IN
2023,SE,FT,250000,0,M,Data Scientist,US
2023,SE,FT,162500,0,M,Data Scientist,US
2023,SE,FT,185000,0,M,Data Scientist,GB
2023,SE,FT,120250,0,M,Data Scientist,GB
2023,EN,FT,26827,100,L,Data Engineer,DE
2022,EN,FT,180000,100,M,Data Scientist,US
2023,MI,FT,85000,0,M,Data Scientist,US
2023,MI,FT,70000,0,M,Data Scientist,US
2023,SE,FT,135000,100,M,Data Engineer,US
2023,SE,FT,100000,100,M,Data Engineer,US
2023,EX,FT,155000,0,M,Management,US
2023,EX,FT,140000,0,M,Management,US
2023,SE,FT,204500,0,M,ML/AI Engineer,US
2023,SE,FT,142200,0,M,ML/AI Engineer,US
2023,SE,FT,226700,0,M,Data Engineer,US
2023,SE,FT,133300,0,M,Data Engineer,US
2023,SE,FT,225000,100,M,Data Scientist,US
2023,SE,FT,156400,100,M,Data Scientist,US
2023,SE,FT,163800,0,M,Data Engineer,US
2023,SE,FT,126000,0,M,Data Engineer,US
2023,SE,FT,163800,0,M,ML/AI Engineer,US
2023,SE,FT,126000,0,M,ML/AI Engineer,US
2023,SE,FT,220000,0,M,ML/AI Engineer,US
2023,SE,FT,150000,0,M,ML/AI Engineer,US
2023,SE,FT,145000,0,M,Data Engineer,US
2023,SE,FT,115000,0,M,Data Engineer,US
2023,SE,FT,204500,0,M,Management,US
2023,SE,FT,138900,0,M,Management,US
2023,MI,FT,162500,0,M,Data Engineer,US
2023,MI,FT,130000,0,M,Data Engineer,US
2023,SE,FT,150000,100,M,Data Engineer,US
2023,SE,FT,107000,100,M,Data Engineer,US
2023,EX,FT,175000,0,M,Data Engineer,US
2023,EX,FT,110000,0,M,Data Engineer,US
2023,SE,FT,226700,0,M,Data Engineer,US
2023,SE,FT,133300,0,M,Data Engineer,US
2023,SE,FT,252000,0,M,Data Engineer,US
2023,SE,FT,129000,0,M,Data Engineer,US
2023,SE,FT,150000,0,M,ML/AI Engineer,US
2023,SE,FT,125000,0,M,ML/AI Engineer,US
2023,SE,FT,252000,0,M,Data Engineer,US
2023,SE,FT,129000,0,M,Data Engineer,US
2023,SE,FT,225000,0,M,Data Scientist,US
2023,SE,FT,156400,0,M,Data Scientist,US
2022,MI,FT,23000,100,L,Data Scientist,IN
2023,MI,FT,110000,100,L,ML/AI Engineer,US
2023,SE,FT,265000,100,M,Data Engineer,US
2023,SE,FT,182750,100,M,Data Engineer,US
2023,MI,FT,130000,0,M,Data Analyst,US
2023,MI,FT,100000,0,M,Data Analyst,US
2023,SE,FT,153600,0,M,Data Analyst,US
2023,SE,FT,106800,0,M,Data Analyst,US
2023,SE,FT,137500,0,M,Data Engineer,US
2023,SE,FT,81500,0,M,Data Engineer,US
2023,EX,FT,314100,0,M,Management,US
2023,EX,FT,195800,0,M,Management,US
2023,SE,FT,205000,0,M,Data Scientist,US
2023,SE,FT,180000,0,M,Data Scientist,US
2023,SE,FT,165000,100,M,Data Scientist,US
2023,SE,FT,144000,100,M,Data Scientist,US
2023,EN,FT,160000,0,M,Data Engineer,US
2023,EN,FT,100000,0,M,Data Engineer,US
2023,EX,FT,200000,0,M,Data Engineer,US
2023,EX,FT,145000,0,M,Data Engineer,US
2023,MI,FT,150000,0,M,Data Analyst,US
2023,MI,FT,100000,0,M,Data Analyst,US
2023,SE,FT,199000,0,M,Management,US
2023,SE,FT,112000,0,M,Management,US
2023,SE,FT,105000,0,M,Data Scientist,US
2023,SE,FT,70000,0,M,Data Scientist,US
2023,EN,FT,130000,100,S,Data Engineer,Other
2023,SE,FT,180180,0,M,Data Analyst,US
2023,SE,FT,106020,0,M,Data Analyst,US
2023,EN,FT,160000,0,M,Data Engineer,US
2023,EN,FT,135000,0,M,Data Engineer,US
2023,SE,FT,183000,0,M,Data Scientist,US
2023,SE,FT,134000,0,M,Data Scientist,US
2023,SE,FT,220000,0,M,ML/AI Engineer,US
2023,SE,FT,150000,0,M,ML/AI Engineer,US
2023,SE,FT,350000,0,L,Data Scientist,US
2023,SE,FT,262500,0,L,Data Scientist,US
2023,SE,FT,122000,0,M,Data Analyst,US
2023,SE,FT,94000,0,M,Data Analyst,US
2023,SE,FT,276000,0,M,ML/AI Engineer,US
2023,SE,FT,184000,0,M,ML/AI Engineer,US
2023,EX,FT,310000,100,M,Data Engineer,US
2023,EX,FT,239000,100,M,Data Engineer,US
2023,SE,FT,225000,100,M,Data Scientist,US
2023,SE,FT,156400,100,M,Data Scientist,US
2023,MI,FT,180000,100,M,ML/AI Engineer,US
2023,MI,FT,150000,100,M,ML/AI Engineer,US
2023,SE,FT,228000,0,M,Data Scientist,US
2023,SE,FT,152000,0,M,Data Scientist,US
2023,SE,FT,209450,100,M,Data Scientist,US
2023,SE,FT,158677,100,M,Data Scientist,US
2023,SE,FT,175000,0,M,Data Analyst,US
2023,SE,FT,145000,0,M,Data Analyst,US
2023,SE,FT,240000,0,M,Data Engineer,US
2023,SE,FT,170000,0,M,Data Engineer,US
2023,MI,FT,103200,0,M,Data Analyst,US
2023,MI,FT,61200,0,M,Data Analyst,US
2022,MI,FT,155000,100,L,Data Scientist,US
2021,EN,FT,66970,50,L,Data Engineer,Other
2023,SE,FT,63312,50,L,Data Scientist,Other
2023,SE,FT,237000,100,M,Data Scientist,US
2023,SE,FT,145000,100,M,Data Scientist,US
2023,SE,FT,240000,100,M,Data Scientist,US
2023,SE,FT,139000,100,M,Data Scientist,US
2023,SE,FT,174500,0,M,Data Engineer,US
2023,SE,FT,113000,0,M,Data Engineer,US
2023,SE,FT,130000,100,M,Data Analyst,US
2023,SE,FT,87000,100,M,Data Analyst,US
2023,SE,FT,160000,100,M,Data Analyst,US
2023,SE,FT,108000,100,M,Data Analyst,US
2023,SE,FT,165000,100,M,Data Engineer,US
2023,SE,FT,107250,100,M,Data Engineer,US
2023,SE,FT,300000,0,M,Data Engineer,US
2023,SE,FT,119000,0,M,Data Engineer,US
2023,SE,FT,285800,100,M,Data Scientist,US
2023,SE,FT,154600,100,M,Data Scientist,US
2023,MI,FT,60795,50,L,Management,IN
2023,EN,FT,30000,100,S,Data Analyst,US
2023,MI,FT,220000,0,M,Management,US
2023,MI,FT,195000,0,M,Management,US
2023,SE,FT,168400,0,M,Management,US
2023,SE,FT,105200,0,M,Management,US
2023,MI,FT,206000,0,M,Data Analyst,US
2023,MI,FT,160000,0,M,Data Analyst,US
2023,SE,FT,200000,100,M,Data Engineer,US
2023,SE,FT,175000,100,M,Data Engineer,US
2023,SE,FT,231250,100,M,Data Engineer,US
2023,SE,FT,138750,100,M,Data Engineer,US
2023,SE,FT,153000,100,M,Data Engineer,CA
2023,SE,FT,94000,100,M,Data Engineer,CA
2023,SE,FT,240500,0,L,Data Engineer,US
2023,SE,FT,123700,0,L,Data Engineer,US
2023,SE,FT,160000,100,M,Data Engineer,US
2023,SE,FT,90000,100,M,Data Engineer,US
2023,EN,FT,124234,0,M,Data Scientist,US
2023,EN,FT,74540,0,M,Data Scientist,US
2023,MI,FT,109000,0,M,Data Analyst,US
2023,MI,FT,79000,0,M,Data Analyst,US
2022,SE,FT,84053,50,L,ML/AI Engineer,Other
2023,MI,FT,50000,0,S,ML/AI Engineer,Other
2023,SE,FT,275300,100,M,Data Scientist,US
2023,SE,FT,183500,100,M,Data Scientist,US
2023,SE,FT,275300,100,M,Data Scientist,US
2023,SE,FT,183500,100,M,Data Scientist,US
2023,SE,FT,160000,100,M,Data Analyst,US
2023,SE,FT,125600,100,M,Data Analyst,US
2023,SE,FT,170000,0,M,Data Engineer,US
2023,SE,FT,120000,0,M,Data Engineer,US
2023,SE,FT,225000,0,M,Data Engineer,US
2023,SE,FT,140000,0,M,Data Engineer,US
2023,SE,FT,141290,0,M,Data Analyst,US
2023,SE,FT,74178,0,M,Data Analyst,US
2023,SE,FT,150000,0,M,Data Scientist,US
2023,SE,FT,120000,0,M,Data Scientist,US
2023,SE,FT,85000,100,M,Data Engineer,US
2023,SE,FT,75000,100,M,Data Engineer,US
2023,SE,FT,220000,0,M,Data Engineer,US
2023,SE,FT,160000,0,M,Data Engineer,US
2023,SE,FT,205600,100,M,Data Engineer,US
2023,SE,FT,107500,100,M,Data Engineer,US
2023,MI,FT,120000,0,M,Data Engineer,US
2023,MI,FT,95000,0,M,Data Engineer,US
2023,SE,FT,185900,0,M,Data Engineer,US
2023,SE,FT,129300,0,M,Data Engineer,US
2023,SE,FT,160000,100,M,Data Engineer,US
2023,SE,FT,130000,100,M,Data Engineer,US
2023,EN,FT,12888,50,S,Data Scientist,IN
2023,MI,FT,250000,0,M,Data Engineer,US
2023,MI,FT,175000,0,M,Data Engineer,US
2023,SE,FT,136000,100,M,Data Scientist,US
2023,SE,FT,104000,100,M,Data Scientist,US
2023,MI,FT,80000,0,M,Data Analyst,US
2023,MI,FT,52500,0,M,Data Analyst,US
2023,SE,FT,110000,100,M,Data Scientist,US
2023,SE,FT,84000,100,M,Data Scientist,US
2023,SE,FT,125000,0,M,Data Analyst,US
2023,SE,FT,110000,0,M,Data Analyst,US
2023,MI,FT,90000,0,M,Data Analyst,US
2023,MI,FT,80000,0,M,Data Analyst,US
2023,SE,FT,200000,0,M,ML/AI Engineer,US
2023,SE,FT,135000,0,M,ML/AI Engineer,US
2022,EN,FT,48000,50,L,Data Analyst,US
2023,EN,FT,120000,50,S,ML/AI Engineer,Other
2023,SE,FT,130000,0,M,Data Engineer,US
2023,SE,FT,75000,0,M,Data Engineer,US
2023,SE,FT,252000,0,M,Data Engineer,US
2023,SE,FT,129000,0,M,Data Engineer,US
2023,MI,FT,150000,0,M,Data Analyst,US
2023,MI,FT,100000,0,M,Data Analyst,US
2023,SE,FT,226700,0,M,Data Engineer,US
2023,SE,FT,133300,0,M,Data Engineer,US
2023,SE,FT,190000,0,M,Data Scientist,US
2023,SE,FT,165000,0,M,Data Scientist,US
2023,SE,FT,170000,100,M,Data Engineer,US
2023,SE,FT,150000,100,M,Data Engineer,US
2023,MI,FT,150000,0,M,Data Engineer,US
2023,MI,FT,130000,0,M,Data Engineer,US
2023,SE,FT,225000,0,M,Data Scientist,US
2023,SE,FT,156400,0,M,Data Scientist,US
2023,SE,FT,200000,100,S,ML/AI Engineer,US
2023,MI,FT,80000,100,S,Data Scientist,Other
2023,EN,FT,12877,50,L,Data Analyst,Other
2022,EN,FT,6304,0,S,ML/AI Engineer,Other
2023,MI,FT,17509,50,M,Management,Other
2023,SE,FT,257000,0,M,Data Scientist,US
2023,SE,FT,134000,0,M,Data Scientist,US
2023,SE,FT,77262,0,M,Data Scientist,Other
2023,SE,FT,38631,0,M,Data Scientist,Other
2023,SE,FT,205600,0,L,Data Engineer,US
2023,SE,FT,105700,0,L,Data Engineer,US
2023,SE,FT,140000,100,M,Data Engineer,US
2023,SE,FT,110000,100,M,Data Engineer,US
2023,SE,FT,299500,0,M,Management,US
2023,SE,FT,245100,0,M,Management,US
2023,SE,FT,210000,0,M,Data Scientist,US
2023,SE,FT,151800,0,M,Data Scientist,US
2023,MI,FT,53654,50,L,Data Scientist,Other
2023,SE,FT,51508,0,M,Data Analyst,ES
2023,SE,FT,40777,0,M,Data Analyst,ES
2023,SE,FT,51508,0,M,Data Analyst,ES
2023,SE,FT,40777,0,M,Data Analyst,ES
2023,EN,FT,160000,0,M,Data Engineer,US
2023,EN,FT,135000,0,M,Data Engineer,US
2023,MI,FT,120000,100,M,Data Engineer,US
2023,MI,FT,95000,100,M,Data Engineer,US
2023,SE,FT,250000,100,M,Data Engineer,US
2023,SE,FT,63000,100,M,Data Engineer,US
2023,SE,FT,237000,100,M,Data Scientist,US
2023,SE,FT,145000,100,M,Data Scientist,US
2023,SE,FT,130000,100,M,Data Scientist,US
2023,SE,FT,90000,100,M,Data Scientist,US
2023,MI,FT,120000,100,M,Data Analyst,US
2023,MI,FT,100000,100,M,Data Analyst,US
2023,SE,FT,174500,0,M,Data Engineer,US
2023,SE,FT,113000,0,M,Data Engineer,US
2023,MI,FT,183310,0,M,Data Scientist,US
2023,MI,FT,183310,0,M,Data Scientist,US
2023,SE,FT,145000,100,M,Data Analyst,US
2023,SE,FT,102500,100,M,Data Analyst,US
2023,SE,FT,210000,0,M,Data Scientist,US
2023,SE,FT,185000,0,M,Data Scientist,US
2023,SE,FT,174500,0,M,Data Engineer,US
2023,SE,FT,113000,0,M,Data Engineer,US
2023,SE,FT,122000,0,M,Other,US
2023,SE,FT,94000,0,M,Other,US
2023,SE,FT,220000,0,M,Data Scientist,US
2023,SE,FT,146000,0,M,Data Scientist,US
2023,SE,FT,300000,0,M,Data Engineer,US
2023,SE,FT,130000,0,M,Data Engineer,US
2023,MI,FT,24740,50,L,Data Scientist,Other
2022,MI,FT,15897,100,M,ML/AI Engineer,IN
2023,SE,FT,145000,0,M,Other,US
2023,SE,FT,128000,0,M,Other,US
2023,SE,FT,182000,0,M,Data Scientist,US
2023,SE,FT,140000,0,M,Data Scientist,US
2023,SE,FT,122000,0,M,Data Engineer,US
2023,SE,FT,94000,0,M,Data Engineer,US
2023,SE,FT,77262,0,M,ML/AI Engineer,Other
2023,SE,FT,38631,0,M,ML/AI Engineer,Other
2023,EX,FT,300000,0,M,Data Scientist,US
2023,EX,FT,200000,0,M,Data Scientist,US
2023,MI,FT,135000,0,M,Data Analyst,US
2023,MI,FT,105500,0,M,Data Analyst,US
2023,SE,FT,252000,0,M,Data Engineer,US
2023,SE,FT,129000,0,M,Data Engineer,US
2022,MI,FT,110000,100,L,Data Scientist,US
2023,SE,FT,136000,100,M,Data Scientist,US
2023,SE,FT,104000,100,M,Data Scientist,US
2023,SE,FT,168000,100,M,Data Scientist,US
2023,SE,FT,130000,100,M,Data Scientist,US
2023,MI,FT,78990,0,M,Data Analyst,GB
2023,MI,FT,43809,0,M,Data Analyst,GB
2023,MI,FT,120000,0,M,Data Engineer,US
2023,MI,FT,95000,0,M,Data Engineer,US
2023,SE,FT,153400,0,M,Data Scientist,US
2023,SE,FT,122700,0,M,Data Scientist,US
2023,SE,FT,185000,0,M,Data Scientist,US
2023,SE,FT,160000,0,M,Data Scientist,US
2023,SE,FT,205000,100,M,Data Scientist,US
2023,SE,FT,185000,100,M,Data Scientist,US
2023,SE,FT,204500,0,M,ML/AI Engineer,US
2023,SE,FT,142200,0,M,ML/AI Engineer,US
2023,MI,FT,145000,0,M,ML/AI Engineer,US
2023,MI,FT,87000,0,M,ML/AI Engineer,US
2023,EN,FT,50000,100,M,Data Scientist,US
2023,SE,FT,234100,100,M,ML/AI Engineer,US
2023,SE,FT,203500,100,M,ML/AI Engineer,US
2023,SE,FT,223800,0,M,Data Scientist,US
2023,SE,FT,172100,0,M,Data Scientist,US
2023,SE,FT,180000,0,M,Data Scientist,US
2023,SE,FT,150000,0,M,Data Scientist,US
2023,SE,FT,232200,100,M,Data Engineer,US
2023,SE,FT,167200,100,M,Data Engineer,US
2023,SE,FT,197000,0,M,Data Engineer,US
2023,SE,FT,106000,0,M,Data Engineer,US
2023,SE,FT,180000,0,M,Data Scientist,US
2023,SE,FT,145000,0,M,Data Scientist,US
2023,SE,FT,225000,0,M,Management,US
2023,SE,FT,200000,0,M,Management,US
2023,SE,FT,170000,100,M,Data Engineer,US
2023,SE,FT,114000,100,M,Data Engineer,US
2023,SE,FT,291500,0,M,Data Engineer,US
2023,SE,FT,180000,0,M,Data Engineer,US
2023,EX,FT,196200,0,M,Data Engineer,US
2023,EX,FT,150900,0,M,Data Engineer,US
2023,SE,FT,168400,0,M,Data Scientist,US
2023,SE,FT,105200,0,M,Data Scientist,US
2023,MI,FT,95000,100,M,Data Engineer,ES
